Year,Gross
(2000–2001),0
(1985–1988),14
(1970–1971),0
(2009),17
(1986–1987),0
(2009–2010),1965
(2009),0
(1985–1988),12
(2009),6
(1987–1991),18
(1987–1991),16
(2007–2008),0
(2007–2008),0
(1985–1988),14
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2009),88
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(2007–2008),0
(1999– ),1064
(1975),0
(1986–1987),0
(2017– ),1863
(1979–1980),0
(1987–1991),23
(1987–1991),18
(1987–1991),21
(1987–1991),21
(1987–1991),22
(1987–1991),22
(1987–1991),24
(1987–1991),14
(1987–1991),29
(1987–1991),18
(1987–1991),15
(1987–1991),20
(1987–1991),26
(1987–1991),26
(1987–1991),23
(1987–1991),15
(1987–1991),15
(1987–1991),18
(1987–1991),17
(1987–1991),22
(1987–1991),15
(1987–1991),15
(1986–1987),0
(1987–1991),19
(1987–1991),15
(1987–1991),15
(1987–1991),23
(2021– ),114
(2021– ),97
(2021– ),99
(2021– ),94
(2021– ),93
(2021– ),91
(2021– ),94
(1986–1987),0
(1987–1991),25
(1987–1991),27
(1987–1991),28
(1987–1991),25
(1987–1991),30
(1987–1991),23
(1987–1991),25
(1987–1991),24
(1987–1991),22
(1987–1991),25
(1999– ),1478
(1986–1987),0
(2009),47
(1986–1987),0
(1970–1971),0
(1986–1987),0
(1986–1987),0
(1975),0
(1997–1999),0
(1997–1999),0
(1997–1999),0
(1997–1999),0
(1997–1999),0
(2017– ),674
(1997–2023),77
(1976),0
(1970–1971),0
(1979–1980),0
(1975),0
(2009),16
(2009),15
(2009),17
(2009),17
(2015– ),0
(1996–1997),0
(1982),0
(1989–1990),0
(2015– ),0
(1975),0
(1970–1971),0
(1979–1980),0
(1996–1997),0
(1985–1986),0
(2015– ),0
(1975),0
(1989–1990),0
(1979–1980),0
(1970–1971),0
(2009–2010),1727
(1999– ),1003
(1996–1997),0
(1997–2023),110
(1997–2023),78
(1997–2023),104
(1997–2023),104
(1997–2023),109
(1997–2023),104
(1997–2023),110
(2009),91
(1997–2023),107
(1997–2023),105
(1975),0
(1985–1986),0
(1979–1980),0
(1992–1993),0
(1991–1992),0
(1989–1990),0
(1979–1980),0
(1970–1971),0
(1996–1997),0
(1975),0
(1985–1986),0
(1985–1986),0
(1970–1971),0
(1992–1993),0
(1991–1992),0
(1989–1990),0
(1985–1986),0
(1985–1986),0
(2009),0
(1970–1971),0
(1985–1986),0
(1975),0
(1996–1997),0
(1972–1973),0
(1975),0
(1975),0
(1992–1993),0
(2009),0
(1991–1992),0
(1989–1990),0
(1975),0
(1975),0
(2006–2008),22
(2006–2008),21
(2006–2008),19
(2006–2008),19
(2006–2008),18
(2006–2008),19
(2006–2008),19
(2006–2008),18
(2006–2008),20
(2006–2008),20
(2006–2008),19
(2018–2019),0
(2009),6
(1970–1971),0
(1985–1986),0
(1985–1986),0
(2009),93
(1996–1997),0
(1997–2023),90
(1997–2023),88
(1997–2023),82
(2017– ),567
(1991–1992),0
(2009–2010),1708
(1989–1990),0
(1975),0
(1975),0
(2018–2019),0
(2009),49
(2009),56
(1999– ),1019
(1999– ),429
(1997–2023),93
(1997–2023),90
(1997–2023),90
(1997–2023),95
(1997–2023),93
(1997–2023),111
(1997–2023),99
(1997–2023),93
(1997–2023),91
(1997–2023),95
(1997–2023),93
(1997–2023),100
(1997–2023),90
(1997–2023),98
(1997–2023),96
(1997–2023),102
(1997–2023),119
(1997–2023),145
(1997–2023),101
(1997–2023),93
(1997–2023),100
(1997–2023),98
(1997–2023),105
(1997–2023),101
(1997–2023),92
(1997–2023),104
(1997–2023),97
(1997–2023),106
(2021– ),689
(1997–2023),90
(1997–2023),100
(1997–2023),89
(1997–2023),88
(1997–2023),94
(1997–2023),98
(1999– ),433
(1999– ),436
(1975),0
(1970–1971),0
(1985–1986),0
(1996–1997),0
(1975),0
(1975),0
(1991–1992),0
(1975),0
(1975),0
(2018–2019),0
(1985–1986),0
(1997–2023),76
(1970–1971),0
(1996–1997),0
(1989–1990),0
(1991–1992),0
(2018–2019),0
(1985–1986),0
(1970–1971),0
(2023– ),43
(1996–1997),0
(1974),0
(1989–1990),0
(1970–1971),0
(1974),0
(1974),0
(2018–2019),0
(2009–2010),1627
(2009),0
(2018–2019),0
(1985–1986),0
(1974),0
(1974),0
(1974),0
(2009– ),0
(2009– ),0
(1992–1993),0
(1974),0
(1974),0
(1985–1986),0
(1996–1997),0
(1997–2023),85
(1997–2023),91
(1997–2023),87
(1997–2023),87
(1997–2023),94
(1997–2023),107
(1997–2023),87
(1989–1990),0
(1972–1973),0
(1970–1971),0
(2018–2019),0
(2009–2010),2213
(1985–1986),0
(1974),0
(2009– ),0
(2009– ),0
(1992–1993),0
(2009– ),0
(1989–1990),0
(1985–1986),0
(1972–1973),0
(2009– ),0
(2009– ),0
(2009– ),0
(2009– ),0
(2009– ),0
(2009– ),0
(2018–2019),0
(1970–1971),0
(1985–1986),0
(1985–1986),0
(1985–1986),0
(1974),0
(1981–1982),0
(1973),0
(1973),0
(1992–1993),0
(1972–1973),0
(1981–1982),0
(1985–1986),0
(1985–1986),0
(1989–1990),0
(1973),0
(1985–1986),0
(1973),0
(1985–1986),0
(1985–1986),0
(1985–1986),0
(1970–1971),0
(2018–2019),0
(2018–2019),0
(1996– ),31
(1996– ),31
(1996– ),28
(1996– ),26
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),5
(2007– ),5
(2007– ),5
(2007– ),0
(2007– ),0
(1974),0
(1974),0
(1973),0
(1992–1993),0
(1972–1973),0
(1981–1982),0
(1989–1990),0
(1974),0
(1970–1971),0
(2018–2019),0
(1974),0
(2018–2019),0
(1973),0
(1991–1992),0
(1996–1997),0
(1992–1993),0
(1972–1973),0
(1981–1982),0
(1974),0
(2022– ),5670
(1989–1990),0
(1997–2023),100
(2009),0
(2017– ),703
(1970–1971),0
(2018–2019),0
(2018–2019),0
(1974),0
(1974),0
(1996–1997),0
(1996–1997),0
(1997–2023),100
(1997–2023),102
(1997–2023),96
(1997–2023),103
(1997–2023),102
(1997–2023),101
(1997–2023),101
(1997–2023),111
(1997–2023),101
(1991–1992),0
(1973),0
(1997–2023),101
(1997–2023),106
(1997–2023),100
(1981–1982),0
(1974),0
(1970–1971),0
(2018–2019),0
(1974),0
(2017– ),1033
(1992–1993),0
(1996–1997),0
(1974),0
(1991–1992),0
(1973),0
(1973),0
(2009–2010),1732
(2007–2017),331
(2007–2017),483
(2007–2017),327
(2007–2017),323
(2007–2017),349
(2007–2017),332
(2007–2017),327
(2007–2017),505
(2007–2017),326
(2007–2017),441
(1973),0
(1974),0
(1981–1982),0
(2018–2019),0
(1973),0
(1997–2023),76
(1997–2023),79
(1997–2023),96
(1997–2023),100
(1997–2023),101
(1997–2023),100
(2007–2017),328
(1997–2023),96
(1997–2023),96
(1997–2023),95
(1997–2023),108
(1997–2023),105
(1997–2023),99
(1997–2023),98
(1997–2023),97
(1997–2023),96
(1997–2023),98
(1970–1971),0
(1989–1990),0
(1973),0
(1970–1971),0
(1973),0
(1974),0
(1992–1993),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1974),0
(1974),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1973),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1989–1990),0
(1973),0
(1973),0
(1989–1990),0
(1989–1990),0
(1973),0
(1989–1990),0
(1989–1990),0
(1973),0
(1970–1971),0
(2018–2019),0
(1972–1973),0
(1972–1973),0
(1991–1992),0
(2018–2019),0
(1992–1993),0
(1981–1982),0
(1970–1971),0
(1997–2023),100
(1997–2023),101
(1997–2023),98
(1970–1971),0
(2018–2019),0
(1972–1973),0
(1999– ),452
(1999– ),442
(1999– ),463
(1999– ),355
(1999– ),354
(1999– ),359
(1999– ),357
(1999– ),434
(1999– ),438
(1978–1981),13
(2009–2010),1656
(1978–1981),13
(1978–1981),12
(1978–1981),12
(1978–1981),12
(1992–1993),0
(1992–1993),0
(1992–1993),0
(2016– ),922
(1981–1982),0
(2016– ),832
(1992–1993),0
(1970–1971),0
(1972–1973),0
(1970–1971),0
(1978–1981),12
(1978–1981),12
(1978–1981),14
(1978–1981),12
(2018–2019),0
(1991–1992),0
(2017– ),1372
(1970–1971),0
(1970–1971),0
(1970–1971),0
(1992–1993),0
(1981–1982),0
(1972–1973),0
(2018–2019),0
(2018–2019),0
(1981–1982),0
(1991–1992),0
(1981–1982),0
(1970–1971),0
(1972–1973),0
(1972–1973),0
(1992–1993),0
(1972–1973),0
(2018–2019),0
(2009–2019),658
(1970–1971),0
(2009–2010),1584
(1991–1992),0
(1970–1971),0
(1997–2023),76
(1996–1998),102
(2017– ),1893
(1992–1993),0
(1972–1973),0
(2018–2019),0
(1970–1971),0
(2016– ),1177
(1991–1992),0
(1992–1993),0
(1972–1973),0
(2018–2019),0
(1991–1992),0
(1992–1993),0
(2018–2019),0
(1972–1973),0
(1991–1992),0
(2009–2010),1602
(1992–1993),0
(2021– ),88
(2021– ),90
(2021– ),115
(2021– ),94
(1972–1973),0
(2018–2019),0
(1992–1993),0
(1972–1973),0
(1992–1993),0
(1991–1992),0
(1992–1993),0
(1972–1973),0
(1992–1993),0
(1992–1993),0
(2018–2019),0
(2016– ),2224
(1991–1992),0
(1968),0
(1970–1971),0
(1972–1973),0
(2017– ),1714
(2009–2019),267
(1997–2023),90
(2009–2019),297
(2018–2019),0
(1991–1992),0
(1968),0
(2022– ),76
(1968),0
(1982–1983),0
(1972–1973),0
(1970–1971),0
(2018–2019),0
(1982–1983),0
(2009),19
(1968),0
(1991–1992),0
(2009–2010),1553
(1968),0
(1972–1973),0
(1970–1971),0
(1997–2023),71
(2018–2019),0
(1982–1983),0
(1968),0
(2011– ),0
(2011– ),0
(1991–1992),0
(1972–1973),0
(1968),0
(1970–1971),0
(1970–1971),0
(2018–2019),0
(1982–1983),0
(1970–1971),0
(1968),0
(1979),0
(1968),0
(1991–1992),0
(2016– ),1451
(1979),0
(2017– ),4439
(1972–1973),0
(1968),0
(2021),0
(2021),0
(2021),0
(1968),0
(2018–2019),0
(1970–1971),0
(1970–1971),0
(1982–1983),0
(2019– ),17
(2011– ),7
(1991–1992),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1979),0
(1972–1973),0
(1968),0
(2018–2019),0
(2009–2010),1565
(1982–1983),0
(1972–1973),0
(1997–2023),117
(1997–2023),114
(1968),0
(1991–1992),0
(1968),0
(2018–2019),0
(2016– ),795
(2008–2009),27
(2008–2009),24
(2008–2009),26
(2008–2009),27
(2008–2009),24
(2008–2009),26
(1972–1973),0
(1982–1983),0
(1966–1967),0
(2017– ),8669
(1982–1983),0
(1972–1973),0
(1968),0
(1972–1973),0
(1991–1992),0
(2018–2019),0
(2018–2019),0
(1981–1986),13
(2009–2010),1546
(1987),0
(1966–1967),0
(1982–1983),0
(2018–2019),0
(1968),0
(1986–1988),0
(1997–2023),78
(2009–2010),1526
(1972–1973),0
(1991–1992),0
(1966–1967),0
(2017– ),6003
(1982–1983),0
(1991–1992),0
(1972–1973),0
(1968),0
(2018–2019),0
(2021– ),113
(2021– ),106
(2021– ),102
(2021– ),99
(2021– ),103
(2018–2019),0
(1981–1982),0
(1966–1967),0
(1966–1967),0
(1972–1973),0
(1991–1992),0
(1972–1973),0
(2018–2019),0
(1966–1967),0
(1982–1983),0
(1968),0
(2021– ),961
(1982–1983),0
(1972–1973),0
(1966–1967),0
(1968),0
(2018–2019),0
(1982–1983),0
(1966–1967),0
(1991–1992),0
(2021–2022),579
(2021–2022),533
(2017– ),692
(1972–1973),0
(2009–2010),1548
(1996– ),35
(1996– ),33
(1996– ),27
(1996– ),30
(1996– ),30
(1986–1988),0
(1986–1988),0
(1966–1967),0
(1972–1973),0
(2021–2022),559
(2021–2022),509
(2020– ),72
(1968),0
(1966–1967),0
(1972–1973),0
(2018–2019),0
(2008),46
(1991–1992),0
(1968),0
(1968),0
(1968),0
(1968),0
(2005),13
(2006–2008),18
(2006–2008),18
(2006–2008),17
(2006–2008),18
(2006–2008),17
(2006–2008),17
(2006–2008),17
(2009–2019),193
(2009–2019),207
(1986–1988),5
(2018–2019),0
(2006–2008),16
(2006–2008),16
(2006–2008),17
(2006–2008),17
(2006–2008),16
(2006–2008),17
(2006–2008),16
(2006–2008),18
(2006–2008),25
(2006–2008),17
(2006–2008),17
(2006–2008),16
(2006–2008),17
(2021–2022),191
(2009–2019),245
(2005),11
(2009–2019),206
(2021–2022),189
(2009–2019),210
(2005),11
(2005),11
(2005),11
(2021–2022),234
(2005),11
(2005),13
(2009–2019),227
(2006–2008),16
(2006–2008),16
(2006–2008),16
(2006–2008),17
(2006–2008),18
(2006–2008),17
(2006–2008),18
(2006–2008),16
(2006–2008),29
(2006–2008),17
(2006–2008),17
(2006–2008),16
(2006–2008),16
(2006–2008),16
(2006–2008),16
(2006–2008),28
(2006–2008),17
(2006–2008),18
(2006–2008),16
(2006–2008),19
(2006–2008),16
(2006–2008),15
(2006–2008),17
(2006–2008),22
(2006–2008),20
(2006–2008),16
(2006–2008),17
(2006–2008),18
(2006–2008),16
(2006–2008),18
(2006–2008),20
(2006–2008),20
(2006–2008),20
(2006–2008),16
(2006–2008),16
(2006–2008),16
(2006–2008),21
(2006–2008),15
(2006–2008),19
(2006–2008),17
(2006–2008),16
(2006–2008),17
(2006–2008),16
(2006–2008),17
(1986–1988),0
(1968),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1982–1983),0
(1986–1988),0
(1986–1988),0
(1997–2023),80
(1982–1983),0
(1982–1983),0
(1986–1988),0
(1986–1988),0
(1986–1988),0
(1986–1988),0
(1972–1973),0
(1991–1992),0
(1978–1981),13
(1978–1981),12
(1978–1981),12
(1978–1981),13
(1978–1981),12
(1978–1981),12
(2009–2010),1562
(1968),0
(1987),0
(1972–1973),0
(2009–2019),187
(2009–2019),190
(1986–1988),0
(2009–2019),188
(1986–1988),0
(1986–1988),0
(1986–1988),0
(1986–1988),0
(1987),0
(2017– ),738
(1991–1992),0
(2009–2010),1565
(1991–1992),0
(1966–1967),0
(2018–2019),0
(1972–1973),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1966–1967),0
(1972–1973),0
(1987),0
(2018–2019),0
(1981–1986),11
(1999– ),442
(1972–1973),0
(1966–1967),0
(1991–1992),0
(2018–2019),0
(1972–1973),0
(1966–1967),0
(1972–1973),0
(2018–2019),0
(1995–1996),35
(2019– ),2343
(1966–1967),0
(1972–1973),0
(2021– ),446
(2021– ),417
(2021– ),419
(2021– ),358
(1986–1988),0
(1986–1988),0
(2018–2019),0
(2018–2019),0
(1972–1973),0
(1966–1967),0
(2021– ),1159
(1966–1967),0
(1972–1973),0
(1986–1988),0
(1986–1988),0
(1966–1967),0
(1972–1973),0
(1966–1967),0
(1972–1973),0
(1981–1986),11
(1981–1986),11
(1972–1973),0
(2018–2019),0
(1972–1973),0
(2018–2019),0
(2018–2019),0
(1966–1967),0
(2017– ),393
(2018–2019),0
(1966–1967),0
(2021–2022),696
(2009–2019),189
(2009–2019),182
(2009–2010),1513
(2018–2019),0
(1986–1988),0
(1966–1967),0
(2018–2019),0
(1966–1967),0
(1991–1992),0
(2019– ),2316
(1991–1992),0
(1999– ),432
(1999– ),471
(1991–1992),0
(1991–1992),0
(2009–2019),183
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1966–1967),0
(2009–2010),1521
(1996– ),33
(1996– ),45
(1996– ),40
(1996– ),40
(1996– ),40
(1996– ),29
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1991–1992),0
(1966–1967),0
(2019– ),422
(2018–2019),0
(1966–1967),0
(2021– ),822
(2021– ),327
(1966–1967),0
(2017– ),354
(2019– ),2451
(2019– ),3992
(2019– ),5689
(1978–1981),15
(1978–1981),12
(1978–1981),12
(1978–1981),14
(1978–1981),12
(1978–1981),12
(2021–2022),542
(2018–2019),0
(1966–1967),0
(2018–2019),0
(2019– ),2308
(1997–2023),72
(1997–2023),72
(1997–2023),72
(1966–1967),0
(1966–1967),0
(1966–1967),0
(2018–2019),0
(2018–2019),0
(1980–2004),11
(2021–2022),143
(1995–1996),31
(2019– ),4881
(2017– ),391
(2009–2010),2079
(1966–1967),0
(1981–1986),13
(1999– ),503
(2018–2019),0
(1997–2023),83
(2022– ),3057
(1997–2023),75
(1997–2023),75
(1997–2023),78
(2018–2019),0
(1981–1982),0
(1981–1986),14
(1981–1986),12
(1981–1986),13
(1981–1986),9
(1981–1986),13
(1981–1986),13
(1981–1986),11
(1981–1986),11
(2017– ),415
(1981–1982),0
(2009–2010),1601
(2010),0
(2010),0
(2010),0
(2010– ),0
(2010– ),0
(2010– ),0
(1995–1996),30
(1999– ),451
(1999– ),534
(1999– ),583
(1999– ),523
(2021– ),744
(2010),126
(1996– ),47
(1996– ),46
(1996– ),29
(1996– ),28
(2021– ),719
(2021– ),667
(2021– ),673
(1995–1996),29
(1981–1986),11
(2021–2022),128
(2010),137
(1981–1986),12
(1995–1996),28
(2010),0
(2008),54
(2008),56
(2008),55
(2008),59
(2008),52
(2008),56
(1981–1986),11
(1981–1986),12
(1981–1986),11
(2009–2010),1521
(1971–1972),0
(2000),16
(2000),12
(2000),9
(2010),102
(2010),97
(2021–2022),448
(1981–1986),12
(1981–1986),10
(1981–1986),11
(1981–1986),11
(1981–1986),11
(2022– ),24
(2000),12
(2000),11
(2000),11
(2000),10
(2000),10
(2010),0
(2022– ),21
(2022– ),21
(2022– ),23
(2022– ),19
(2022– ),19
(2022– ),20
(2022– ),20
(2010),94
(2009–2010),1604
(1997–2023),77
(1997–2023),73
(1981–1982),6
(2010– ),0
(2010– ),0
(2022– ),42
(2022– ),55
(2022– ),42
(2022– ),46
(2022– ),40
(2022– ),40
(2009–2019),180
(2009–2010),1534
(1995–1996),27
(1971–1972),0
(2009–2010),1534
(2000–2001),9
(1981–1986),11
(1981–1982),0
(2021– ),336
(2021– ),322
(2021– ),290
(2021– ),300
(2009–2010),98
(1981–1986),10
(1999– ),446
(2018–2019),0
(2009–2010),1525
(2017– ),448
(1999– ),454
(1981–1986),10
(1981–1986),10
(1981–1986),11
(1981–1986),11
(1981–1986),11
(1981–1986),13
(1981–1986),11
(2002–2003),16
(2009–2010),1567
(2010),0
(2010),0
(2010),0
(2010– ),0
(2010– ),0
(2010– ),0
(2010– ),0
(1997–2023),71
(1997–2023),68
(1997–2023),87
(1997–2023),71
(1999– ),453
(1999– ),457
(2010),0
(2010),0
(2000),0
(2021–2022),130
(1995–1996),26
(1995–1996),26
(1995–1996),28
(1997–2023),95
(1995–1996),25
(2009–2010),1578
(2009–2019),173
(2009–2019),179
(2009–2019),172
(2009–2019),174
(2009–2019),170
(2009–2019),175
(1981–1986),12
(1981–1986),15
(2018–2019),0
(2017– ),285
(2010),0
(1981–1986),12
(2009–2010),1531
(1978–1981),15
(1978–1981),15
(1978–1981),15
(1978–1981),14
(1978–1981),14
(1978–1981),15
(1981–1986),14
(1999– ),500
(2021– ),291
(2021– ),295
(1971–1972),0
(1981–1986),13
(1981–1986),15
(2009–2010),1589
(1996– ),28
(1996– ),29
(1981–1986),15
(1981–1986),13
(1981–1986),13
(1981–1986),13
(1981–1982),0
(1999– ),447
(1999– ),499
(1999– ),492
(1981–1986),12
(2010),0
(1981–1986),11
(1981–1986),13
(1981–1986),11
(1981–1986),13
(1981–1986),14
(2009–2019),171
(1987–1988),39
(2021–2022),114
(1981–1986),16
(1987–1988),24
(2010– ),0
(2010– ),0
(2010– ),0
(2018–2019),0
(2000),0
(2011– ),11
(2011– ),10
(2011– ),10
(2011– ),10
(2011– ),8
(2011– ),7
(2011– ),8
(2011– ),7
(2011– ),8
(2011– ),7
(2011– ),11
(2011– ),11
(1981–1986),17
(2018–2019),0
(2019–2023),48
(2019–2023),51
(2019–2023),47
(2019–2023),47
(2019–2023),50
(2019–2023),29
(2019–2023),28
(2019–2023),28
(2019–2023),28
(2019–2023),25
(2019–2023),25
(2019–2023),26
(2017– ),252
(2009–2010),1651
(2018–2019),0
(1997–2023),70
(1997–2023),71
(1997–2023),82
(2012– ),1156
(2012– ),1211
(2012– ),1206
(2012– ),1691
(2012– ),1094
(2012– ),1074
(2012– ),1174
(2012– ),1172
(2012– ),1162
(2012– ),1196
(2012– ),1570
(2018–2019),0
(2021–2022),110
(1971–1972),0
(1981–1986),14
(1981–1986),12
(2009–2010),1633
(1981–1986),14
(1981–1986),11
(1981–1986),11
(2021– ),632
(2021– ),649
(1981–1986),13
(1981–1986),13
(1981–1986),12
(1981–1986),12
(1981–1986),11
(1981–1986),12
(2021–2022),414
(2017– ),221
(2003– ),14
(2003– ),14
(2003– ),13
(2021– ),12
(2021–2022),402
(2009–2010),2137
(2010–2011),122
(2010–2011),196
(1981–1986),14
(1981–1986),12
(1999– ),677
(2022),68
(1978–1981),14
(1978–1981),13
(1978–1981),14
(1978–1981),12
(1978–1981),14
(1978–1981),12
(1978–1981),12
(1978–1981),14
(1978–1981),14
(1978–1981),14
(1978–1981),15
(1978–1981),13
(1978–1981),12
(1978–1981),12
(1978–1981),12
(1978–1981),14
(1978–1981),12
(1978–1981),15
(1978–1981),14
(1978–1981),12
(2021–2022),103
(1978–1981),12
(1978–1981),14
(1978–1981),14
(1978–1981),12
(1978–1981),14
(1978–1981),14
(1978–1981),12
(1978–1981),12
(2018–2019),0
(2010),41
(2010),40
(2010),61
(2003– ),15
(2010–2011),96
(2009–2010),85
(1981–1986),12
(1981–1986),12
(1981–1986),12
(2021– ),602
(1996– ),27
(1996– ),37
(1996– ),39
(2018–2019),0
(1981–1986),13
(1981–1986),12
(1981–1986),11
(2017– ),207
(2009–2010),2501
(2017– ),273
(1981–1986),11
(1981–1986),11
(2010),284
(2010),330
(2010),296
(2010),305
(2010),33
(2010),32
(2019– ),4041
(2008),41
(2008),34
(2010),47
(2010),67
(2010),53
(2021–2022),105
(2010),51
(2010),57
(2010–2011),97
(2010),44
(2008),47
(2008),45
(1999– ),1803
(1999– ),465
(2006),9
(1999– ),496
(2009–2010),1612
(2010–2011),97
(2007),406
(2007),386
(2007),344
(2019– ),3851
(2018–2019),0
(2017– ),257
(1997–2023),64
(2010),29
(2010),31
(2009–2010),1674
(1971–1972),0
(2019– ),4009
(2010),29
(2009–2010),1926
(2010),42
(2010),42
(2018–2019),0
(2007),56
(2010–2011),99
(2009–2010),1738
(1997–2023),71
(1999– ),2048
(1999– ),463
(1999– ),1412
(1996– ),30
(1996– ),30
(1996– ),32
(1996– ),33
(1981–1986),11
(1981–1986),11
(1981–1986),11
(1981–1986),12
(2021–2022),105
(2010),51
(2010),48
(2010–2011),113
(2010),48
(2010),49
(2007),384
(2007),621
(2007),358
(2007),365
(2010),49
(2010–2011),92
(1981–1986),12
(1998),0
(1998),0
(1998),0
(1998),0
(1998),0
(1998),0
